Date,Source,Time,Titles,gists,link,labels
2020-09-08,IndiaToday,10:49:43.106259,[' IMPACT FEATURE Campus placements go virtual as universities adapt'],"['Since the Covid-19 pandemic swept across the globe , life as we knew it has changed irrevocably for all of us .', 'The last few months , especially , have altered our way of life .', 'Today we yearn for the little things we took for granted , and each of us is dealing with the changes to the best of our capabilities .']",https://www.indiatoday.in/impact-feature/story/campus-placements-go-virtual-as-universities-adapt-1713948-2020-08-22,[]
2020-09-08,IndiaToday,10:49:43.467944,[' IMPACT FEATURE OPPO F17 Pro Brings a trailblazing sleekest design and 6 AI-Camera Setup in a device tailor-made for trendse..'],"[""OPPO 's F series is renowned for its blend of amazing design and functionality that gives you bang for your buck ."", 'The trendsetting series came into existence in 2016 , and ever since then , it has been laying the foundation of era-defining smartphones that are simply one-of-their-kind .', 'The F17 Pro adds a new dimension to this legendary series , making high-class design and cutting-edge technology available at a most compelling price point .']",https://www.indiatoday.in/impact-feature/story/oppo-f17-pro-brings-a-trailblazing-sleekest-design-and-6-ai-camera-setup-in-a-device-tailor-made-for-trendsetters-1715135-2020-08-26,['6']
2020-09-08,IndiaToday,10:49:43.738987,"[' Indian Army returns 13 yaks, 4 cattle to China in Arunachal amid ongoing standoff']","['Amid the ongoing standoff with China in the Ladakh region , Indian Army on Monday handed over 13 yaks and four calves that had strayed across the Line of Actual Control ( LAC ) on August 31 in Arunachal Pradesh .', 'In a tweet , the Indian Army said , “ In a humane gesture , Indian Army handed over 13 Yaks and four Calves that strayed across the LAC on 31 Aug 20 in East Kameng , Arunachal Pradesh to China on 07 Sep 20 .', 'Chinese officials present thanked Indian Army for the compassionate gesture ” .']",https://www.indiatoday.in/india/story/indian-army-returns-13-yaks-4-cattle-to-china-in-arunachal-1719646-2020-09-08,"['13', '4', 'China']"
2020-09-08,IndiaToday,10:49:44.015350,"[' Sena IT cell files complaint against Kangana Ranaut, seeks FIR over PoK-Mumbai comment']","['The IT cell of the Shiv Sena has filed a complaint with the Thane police against actor Kangana Ranaut over her remark where she compared Mumbai to Pakistan-occupied Kashmir ( PoK ) .', 'Members of the Shiv Sena IT cell filed a complaint at Shrinagar police station in Thane against Kangana Ranaut , seeking FIR against the Bollywood star under sedition charges for her Pakistan occupied Kashmir ( PoK ) analogy for Mumbai , news agency ANI said on Tuesday .', ""Maharashtra : Shiv Sena IT Cell files a complaint at Shrinagar Police Station in Thane against Kangana Ranaut seeking FIR against her under 'charges of sedition for her Pakistan occupied Kashmir ( PoK ) analogy for Mumbai ' .""]",https://www.indiatoday.in/india/story/shiv-sena-it-cell-complaint-kangana-ranaut-fir-pok-mumbai-comment-1719649-2020-09-08,"['Kangana Ranaut', 'FIR', 'PoK-Mumbai']"
2020-09-08,IndiaToday,10:49:44.296539,[' Govt orders clinical study into Covid-19 re-infection after Bengaluru case'],"['This might lead to re-infection in some patients .', ""The minister conducted a meeting with officials of the state 's Covid-19 Task Force at Vidhana Soudha in Bengaluru on Monday ."", 'Speaking about a 27-year-old woman who developed the disease a second time at Fortis Hospital , the minister said that several other countries have reported cases of re-infection and each country has come up with a different reason for it .']",https://www.indiatoday.in/india/story/karnataka-govt-orders-clinical-study-into-covid-19-re-infection-after-bengaluru-case-1719631-2020-09-08,['Bengaluru']
2020-09-08,IndiaToday,10:49:44.571467,"["" US Open 2020: Indian challenge ends as Rohan Bopanna exits men's doubles in quarters""]","[""India 's veteran doubles player , Rohan Bopanna , and his Canadian partner Denis Shapovalov were ousted in the quarter-finals of men 's doubles competition at US Open 2020 after a hard-fought battle on Monday ."", 'The pair stunned 6th seed Kevin Kraweitz and Andreas Miles in the 2nd round to reach the last 8 .', 'The Indo-Canadian pair suffered a 5-7 , 5-7 defeat to Jean-Julien Rojer of the Netherlands and Horia Tecau of Romania .']",https://www.indiatoday.in/sports/tennis/story/us-open-2020-rohan-bopanna-denis-shapovalov-defeat-quarterfinal-doubles-india-challenge-ends-1719642-2020-09-08,"['Indian', 'Rohan Bopanna']"
2020-09-08,IndiaToday,10:49:45.072182,[' Sikhs to be counted as a separate ethnic group in 2020 US census for first time'],"['For the first time in US history , the Census Bureau will count Sikhs as a “ distinct ” ethnic group .', 'This is a significant step towards establishing a separate identity away from the composite “ Asian Indian ” category for people from India who are broadly known as Indian-Americans .', 'Some experts believe the decision potentially gives ammunition to Sikh separatists who promote the idea of Khalistan from the comfort of their homes in the US , Canada and other western countries .']",https://www.indiatoday.in/world/story/sikhs-separate-ethnic-group-2020-us-census-first-time-1719644-2020-09-08,"['Sikhs', 'US']"
2020-09-08,IndiaToday,10:49:45.362143,"["" How did Bolsonaro's Brazil flatten the Covid curve before India?""]","['According to Johns Hopkins University , Brazil witnessed 41,37,521 cases , while the US , has a total of 62,77,004 Covid cases .', 'The first Covid positive case in Brazil case came nearly a month after India ’ s , but just two weeks later , by the middle of March , Brazil had accumulated more cases than in India .', 'From March , cases grew fast , and Brazil hit its first million cases by June 6 , while India took more than another month to reach that milestone .']",https://www.indiatoday.in/diu/story/how-did-bolsonaro-s-brazil-flatten-the-covid-curve-before-india-1719585-2020-09-07,"['Bolsonaro', 'Brazil', 'Covid', 'India']"
2020-09-08,News18,10:49:46.006343,"[""'Very Serious Situation Since May': Jaishankar Highlights India-China Problems Left Over from History""]","['`` The state of the border can not be de-linked from the state of the relationship .', 'If peace and tranquility on the border is not a given , then it can not be that the rest of the relationship continues on the same basis , because clearly peace and tranquility is the basis for the relationship , the External Affairs Minister said .', ""`` Exactly what I will tell him , obviously I am not going to tell you , '' Jaishankar said when asked what message he will deliver to his Chinese counterpart .""]",https://www.news18.com/news/india/state-of-border-cannot-be-de-linked-from-state-of-relationship-jaishankar-on-ties-with-china-2857485.html,[]
2020-09-08,News18,10:49:46.312905,"[""Sushant Singh Rajput Case LIVE Updates: Mumbai Police Charges SSR's Sister With Abetment to Suicide After Rhea's Complaint, CBI to Probe - News18""]","[""Sushant Singh Rajput Case LIVE Updates : From two consecutive days , actress Rhea Chakraborty has been appearing before the Narcotics Control Bureau ( NCB ) in connection with the ongoing probe into a possible drugs connection in Sushant Singh Rajput 's death ."", 'She will be grilled by the probing agency for the third day as well .', ""Last night , after Rhea completed the questioning process for the day with NCB , she headed to Bandra police station and filed a police complaint against Priyanka Singh , SSR 's sister for allegedly getting a bogus prescription for the actor to help him with his anxiety issue .""]",https://www.news18.com/news/movies/sushant-singh-rajput-case-live-updates-rhea-chakraborty-to-be-questioned-by-ncb-on-3rd-consecutive-day-2858045.html,"['Sushant Singh Rajput Case LIVE', 'Sister With Abetment to Suicide', 'CBI']"
2020-09-08,News18,10:49:46.827623,"['AAP Gets Down to Business in UP, But Can it be the David Among Goliaths of the State Ahead of the 2022 Polls?']","['For past three weeks , every morning and then around 10pm , Delhi chief minister and Aam Aadmi Party ( AAP ) chief Arvind Kejriwal sets aside other work at hand to get into a conference call with a trusted team of colleagues in Lucknow , including Rajya Sabha member Sanjay Singh and member of Delhi assembly Dilip Pandey .', 'This conference call is not an easy one .', 'Kejriwal seeks the minutest of details and feedback on the groundwork being done , membership drive and new political strategies for the state that virtually dominates national politics with its large size , highest population and deep , defining political fault lines of caste and religion .']",https://www.news18.com/news/politics/aap-gets-down-to-business-in-up-but-can-it-be-the-david-among-goliaths-of-the-state-ahead-of-the-2022-polls-2857901.html,"['the David Among Goliaths', 'the State Ahead of the 2022']"
2020-09-08,News18,10:49:47.228296,"['Coronavirus LIVE Updates: India Sees Single day Spike of 75,809 New Covid 19 Cases & 1,133 Deaths; Global Death Toll Tops 8,90,000 - News18']","['Coronavirus LIVE Updates : United States President Donald Trump has hinted that a Covid-19 vaccine could be available much before the November 3 election , even as his political rival Joe Biden sought more transparency on the issue .', '“ This could ’ ve taken two or three years , and instead it ’ s going to be -- going to be done in a very short period of time , ” Trump said during a news conference .', '“ Could even have it during the month of October , ” Trump added , calling Biden ’ s doubts “ political lies ” .']",https://www.news18.com/news/india/coronavirus-live-updates-trump-hints-at-covid-19-vaccine-by-october-as-biden-seeks-transparency-global-death-toll-tops-890000-2857737.html,"['75,809', 'Deaths']"
2020-09-08,News18,10:49:47.534625,"['China Accuses India of Crossing LAC, Firing Warning Shots at Pangong Lake in Fresh Stand-off']","['India on Tuesday denied firing shots at the Line of Actual Control where the Indian and Chinese troops have been engaged in stand-off for over three months , sources in the government said .', ""`` These are serious military provocations.. of a very bad nature , '' PLA 's Western Theater Command spokesperson Col Zhang Shuili said ."", 'This comes two days after the defence ministers of India and China met in Moscow , and two days ahead of the scheduled meeting between the foreign ministers .']",https://www.news18.com/news/india/firing-takes-place-at-bank-of-pangong-lake-china-claims-indian-troops-crossed-lac-shot-warning-2857729.html,"['China', 'Pangong Lake', 'Fresh Stand']"
2020-09-08,News18,10:49:47.796875,"[""Noida Driver Killed, Family Claims He was Told to Chant 'Jai Shri Ram' by 2 Men Who Boarded His Cab""]","['A 45-year-old cab driver was killed , allegedly by two men who boarded his vehicle , on Sunday night .', 'The family of Aftab Alam , a resident of Trilokpuri in Noida , alleged that the killers forced him to chant Jai Shri Ram before his death .', 'The Wire reported that Aftab ’ s 20-year-old son Mohammad Sabir had got a call from his father minutes before his death in which the accused can be heard asking Aftab to chant ‘ Jai Shri Ram ’ .']",https://www.news18.com/news/india/noida-driver-killed-family-claims-he-was-told-to-chant-jai-shri-ram-by-2-men-who-boarded-his-cab-2858107.html,"['Noida Driver Killed', 'Chant', ""Jai Shri Ram'"", '2']"
2020-09-08,News18,10:49:48.058825,"['Controlled, Not Crushed: Jaish-e-Muhammad Asks Pakistan to Lift Restrictions on Attacks in Kashmir']","['Facing a long-running lockdown on operations targeting Indian forces in Jammu and Kashmir , the Jaish-e-Muhammad has published a series of articles in its magazines and digital platforms calling on Prime Minister Imran Khan ’ s government to lift restrictions on jihadist groups , and enable operations across the Line of Control in support of the region ’ s secessionist movement .', '“ Talk to the preachers of power in the language of power ” , a poem in the September 4 issue of the Jaish-e-Muhammad house-magazine Al-Qalam urges the Pakistan government .', '“ Do not even mistakenly talk to the enemy with softness ” .']",https://www.news18.com/news/india/controlled-not-crushed-jaish-e-muhammad-asks-pakistan-to-lift-restrictions-on-attacks-in-kashmir-2858023.html,"['Pakistan', 'Lift Restrictions']"
2020-09-08,News18,10:49:48.665857,"[""'The Lockdown Killed My Father': Farmer Suicides Add to India's Coronavirus Misery""]","['Randhir Singh was already deeply in debt when the coronavirus pandemic struck .', 'Looking out at his paltry cotton field by the side of a railway track , he walked in circles , hopeless .', 'In early May , he killed himself by lying on the same track .']",https://www.news18.com/news/india/the-lockdown-killed-my-father-farmer-suicides-add-to-indias-coronavirus-misery-2857893.html,['India']
2020-09-08,News18,10:49:48.955186,"[""'Beyonce Sharma Jayegi' Song from 'Khaali Peeli' Gets 1.5 Lakh 'Dislikes' on YouTube for Racist Lyrics""]","[""It 's the season of online dislikes and the newest entrant to the list is a song called `` Beyonce Sharma Jayegi '' from the upcoming Bollywood movie Khaali Peeli ."", 'The song featuring Ananya Pandey and Ishaan Khatter in a dance number was dropped on YouTube on Sunday and those who watched the video are facing second-hand embarrassment over its racist lyrics .', ""In fact , a day after its release , outraged netizens posted tweets and comments apologising to the American singer for the song that goes like this : `` Oh tujhe dekh ke goriya ... Beyonce sharma jayegi , '' which translates to After looking at you fair woman , Beyonce will feel shy . ''""]",https://www.news18.com/news/buzz/beyonce-sharma-jayegi-song-from-khaali-peeli-gets-1-5-lakh-dislikes-on-youtube-for-racist-lyrics-2858041.html,"['Khaali Peeli', '1.5']"
2020-09-08,News18,10:49:49.287492,"['Sushant Singh Rajput Case: Neither My Brother Nor I Ever Sold Drugs, Rhea Chakraborty to NCB']","['With a well-secured entrance this time at the Exchange building , located in Ballard Pier , Rhea Chakraborty arrived for her day 2 questioning , 30 minutes ahead of schedule on Monday at the Narcotics Control Bureau ( NCB ) .', 'In her questioning , which began at 10 am and lasted over eight hours , Rhea reportedly informed the agency that neither she nor her brother Showik Chakraborty was involved in drug selling .', 'She even told the NCB that every time she asked Sushant Singh Rajput to stop consuming drugs , he would get furious .']",https://www.news18.com/news/movies/sushant-singh-rajput-case-neither-my-brother-nor-i-ever-sold-drugs-rhea-chakraborty-tells-ncb-2857989.html,"['Sushant Singh Rajput Case:', 'Rhea Chakraborty', 'NCB']"
2020-09-08,News18,10:49:49.512450,"[""IPL 2020: Best I've Felt Since 2016 Season; Going Without Baggage into IPL, Says Virat Kohli""]","IPL 2020: Best I've Felt Since 2016 Season; Going Without Baggage into IPL, Says Virat Kohli",https://www.news18.com/cricketnext/news/ipl-2020-best-ive-felt-since-2016-season-without-baggage-going-into-ipl-says-virat-kohli-2858021.html,"['IPL', '2020', 'Season', 'IPL', 'Virat Kohli']"
2020-09-08,News18,10:49:49.871905,['OnePlus Nord Is Getting OxygenOS 10.5.7 Update With Display And Camera Improvements'],"['Just days after OnePlus rolled out the OxygenOS 10.5.6 update for the OnePlus Nord , the smartphone maker has another update for the most affordable Android smartphone in its line-up .', 'The OxygenOS 10.5.7 update brings further improvements to the phone , with focus on camera , display , battery life as well as call quality fixes and enhancements .', 'The OxygenOS 10.5.7 for the OnePlus Nord is now rolling out for the India and Global versions of the phone , while the EU variant of the OxygenOS 10.5.7 will roll-out soon .']",https://www.news18.com/news/tech/oneplus-nord-is-getting-oxygenos-10-5-7-update-with-display-and-camera-improvements-2858105.html,[]
